Asset_01,Asset_02,Asset_03,Asset_04,Asset_05,Asset_06,Asset_07,Asset_08,Asset_09,Asset_10,Asset_11,Asset_12
-0.00763334027938495,0.004492259903426824,-0.011632666728346737,0.005165049083383535,-0.0016379685740531766,-0.00553420909241819,-0.012616052443869995,-0.0012196163760632111,0.001324354076606617,0.0011467934918291801,-0.00433706232337843,0.0007294577618150344
8.99399035080109e-05,0.011701464968421112,-0.0022874251917357376,0.0008728854139624174,-0.002290668589233916,-0.007768704690411442,-0.019830695489046358,0.0037182557727946,0.007089095815352714,0.011444484110720906,0.004539280512532518,-0.005066662667017282
0.007749835812741659,0.0015121417825730123,-0.0021882577797066967,0.004913900270537113,0.007604088646255936,0.008906295454875129,-0.014517841279217613,0.0241454561835461,-0.0028858860854302417,0.010511858056038275,-0.002283988262852127,-0.005243188267738558
0.0025653694380626062,0.0016035475518059166,0.0030432033615347904,0.012838863166617762,0.0006867525149100919,0.01983055285015217,0.015405195203140962,-0.013179158451451017,-0.010075421568477553,-0.005299618934056216,-0.0008900834931350295,0.010876896455113404
-0.0021844794740490513,0.011580460338402928,-0.012298868049603347,-0.0016689867905383502,-0.016207944438710663,-0.0006123929512765673,-0.023396437011963055,-0.009932335809941802,-0.0047791448851462635,0.007537616615517304,0.0008623577972717982,0.001512800793021779
-0.014912054330054797,-0.005634363568634854,0.028423390854050243,0.00766030026737598,-0.007308041423463839,0.0020914144921362777,-0.004491146392605379,0.006666029777485674,0.01327554919150551,0.009849875883540294,-0.006235851228568901,-0.0320737195151486
0.0125792466597604,-0.012989743283678273,0.0029615421465922576,0.00015571412513523165,-0.005151097180159621,-0.002744678094197021,-0.017369687066721158,0.0013241906804609357,-0.009466379825995234,0.003850157833734065,0.013342797154111612,0.005449618791764972
-0.014746522300022847,-0.00021694211964798114,0.01220988187823471,0.0024086580028991767,0.015160876983370802,-0.0047770345102204,-0.01309769594928425,-0.020706137146075755,-0.0013118979835771436,-0.010903427411019519,-0.009669892040584724,-0.0019350457742308316
-0.007024504242155016,-0.0007895226310631206,-0.00338866019760088,0.015299093324713768,0.0030315349082135107,-0.007993953650276529,0.01307743664337163,0.00242052399271227,0.006590419205315309,-0.003792640565271699,0.009146204870208403,0.01022673884497895
0.019492399542104064,0.002853361760294729,0.007501823287999217,-0.017339966292573922,-0.021034466104319215,-0.006111691121709486,0.0061973140421661575,-0.006878126169587404,-0.0069933786133944955,-0.008651680623015048,-0.014204614262284004,0.00735389196947463
0.00295423648711553,0.0005573847909704055,0.00891736325832277,-0.004698722444087661,0.007423933393525808,-0.01824973731600235,-0.006392014420647197,-0.0019062849750138878,0.011152492836831172,-0.01183656372967693,0.011910632170387812,-0.0019499060563364064
-0.00010061599533792494,-0.0021743578497783723,0.002181071952960023,0.016580314041777077,0.017929953734861254,-0.00594161883834962,-0.03285721987185542,0.0006826879863845909,-0.000712340633533152,-0.0021813093678519917,0.002868962094682002,0.008541630260558845
0.00018692956433690816,-0.010557813178127644,0.006221879710148439,-0.013393328726791191,0.007860692969520832,-0.0114501338015469,-0.0007822408066300262,-0.008817499872965892,-0.00850047905620256,-0.021915250529945467,-0.005648988291081479,0.005632505862378954
0.017095353383305055,0.001718555459731537,0.011227622610127387,0.0003813824849502417,-0.0013896477156426176,-0.012508664093986667,-0.015747132170520057,0.01404725664328288,-0.007434567658830336,0.016737238615549883,0.004429437875453703,0.003720380278041609
-0.026459221654871933,-0.00040539237230574344,0.017897806511968865,0.012533907428937846,0.003119892126433703,-0.005776106840473088,0.0015557426619508558,0.018227123956745812,0.008855128715443215,-0.006566599054128261,0.03943109437022355,-0.0048037261499852355
0.0030496370688402664,-0.0005259992902846885,0.010691618582328305,-0.004136734971577894,-0.014622167878389953,0.007943714253811929,0.015998692302865842,-0.01572137214979937,-0.005922501460313472,0.007105067072387637,-0.002074628294108251,0.015516947586239336
